Drug	Target
DB05744	IL10
DB00992	FCGR1A
DB01138	CYP2B6
DB00997	NOS2
DB02398	PLAU
DB05867	ST3GAL5
DB00040	GCGR
DB01113	PDE10A
DB06741	GRIN2B
DB00932	CYP3A4
DB01625	CHRM4
DB00728	HTR3A
DB01213	ADH1A
DB06701	CYP2D6
DB08875	KDR
DB01059	CYP3A5
DB01267	CYP3A4
DB00543	HTR7
DB03345	GLO1
DB00231	CYP2C9
DB00015	PLAUR
DB00243	SCN9A
DB00328	CES1
DB01018	CYP2C9
DB06730	CYP3A5
DB07086	NCOA2
DB01268	PDGFRB
DB00678	UGT2B17
DB00313	SCN10A
DB01015	NAT1
DB00078	MS4A1
DB01280	DGUOK
DB04917	HTR3A
DB01079	CYP1A2
DB01005	CYP2D6
DB00518	TUBB4B
DB00321	HRH1
DB02818	GRIA2
DB00541	CYP3A5
DB02221	CA2
DB00543	DRD3
DB07447	AKR1D1
DB00402	GABRA4
DB07708	ESR1
DB00253	NR3C1
DB00818	GABRP
DB00145	GLRA3
DB01279	PLIN3
DB00852	ATF5
DB03536	CTSF
DB00882	CYP19A1
DB01130	NR3C1
DB01645	TOP2A
DB05481	SERPINA1
DB04493	FBP1
DB06695	UGT1A9
DB00835	CHRM4
DB07628	PKM
DB00347	CYP2C8
DB01012	CASR
DB00707	LDLR
DB01090	CHRNA3
DB01628	CYP3A4
DB08889	PSMB10
DB00604	CYP2A6
DB01403	DRD5
DB01708	GABRB3
DB07374	RPL10L
DB00586	KCNQ2
DB01200	HTR7
DB00134	MSRB1
DB04315	ADSSL1
DB06042	TUBB
DB06716	ALPL
DB00659	GABRA2
DB04714	GGPS1
DB00721	KCNMB3
DB07772	MMP8
DB03701	CYP3A4
DB06861	F2
DB00005	LTA
DB00877	CYP3A5
DB00146	VDR
DB00074	C1R
DB00178	BCHE
DB08394	IGHG1
DB00034	IFNAR1
DB01227	CYP3A5
DB01567	GABRG1
DB07063	AKR1B1
DB07019	BACE1
DB02353	CCL5
DB01355	GABRA3
DB00898	ADH4
DB00574	SLC6A4
DB01250	TPMT
DB01174	GRIN1
DB01028	GABRQ
DB00564	SCN5A
DB00281	SCN5A
DB00313	SCN9A
DB01215	GABRB1
DB01174	CYP4B1
DB04315	GMDS
DB06697	CYP2C9
DB06926	PPARG
DB00763	CYP3A4
DB08596	RNASE1
DB00936	AKR1C1
DB00313	CYP2C9
DB01174	CHRNA4
DB00753	GABRA4
DB08819	PTGS2
DB00575	CYP3A5
DB00143	GSTA4
DB00224	CYP3A7
DB00613	CYP2D6
DB02052	CDK2
DB06918	PRSS1
DB00804	CHRM1
DB02767	TLR4
DB07587	CTSS
DB00114	GCAT
DB01267	DRD3
DB07335	SRC
DB07378	ABO
DB00121	MCCC1
DB00162	ALDH1A2
DB00073	C1R
DB01380	CYP3A4
DB02952	NPY
DB00585	BCHE
DB00241	GABRA2
DB02825	ACHE
DB06612	IL5
DB00935	ADRA1B
DB00457	ADRA1A
DB00189	GABRB3
DB00502	DRD2
DB00659	GABRE
DB01013	NR3C1
DB02325	DDX39B
DB09143	SMO
DB00342	CHRM2
DB00333	CYP2C9
DB00835	CYP2C19
DB00624	CYP3A43
DB03551	PNP
DB00409	SIGMAR1
DB04574	ESR2
DB04599	GRIA3
DB02379	MB
DB05423	NR3C1
DB05812	CYP17A1
DB07584	AKT1
DB01063	DRD1
DB00715	CYP2C9
DB00458	CYP1A2
DB00333	OPRD1
DB01182	CYP1A2
DB00862	PDE6H
DB03844	CA2
DB04522	TAOK2
DB01363	ADRB1
DB00765	TH
DB00408	SLC6A3
DB01577	CYP2D6
DB06274	OPRM1
DB08927	HTR2A
DB00157	GAPDH
DB00550	TPO
DB07139	AKR1B1
DB08899	AR
DB01273	CHRNA7
DB00119	SLC16A7
DB00177	AGTR1
DB00820	PDE11A
DB00852	TNF
DB01029	CYP2D6
DB01209	OPRK1
DB01351	GABRA2
DB05766	DRD3
DB04237	AMY1C
DB08391	PDE10A
DB06589	SH2B3
DB00312	GABRB1
DB02073	BLVRB
DB06148	CYP2B6
DB08696	MED1
DB00201	PDE7B
DB00157	SORD
DB00576	CYP2C9
DB01365	ADRA2B
DB01708	GABRG1
DB08954	GRIN1
DB09079	KDR
DB00454	GRIN2D
DB01221	CYP3A4
DB05900	EGFR
DB00819	CA1
DB00155	PADI6
DB01205	GABRG3
DB00458	CYP2C18
DB06828	LTA4H
DB00526	GSTT1
DB03758	HSP90B1
DB08342	TRAPPC6B
DB01043	HTR3A
DB01142	CHRM1
DB00398	UGT1A9
DB00199	CYP3A5
DB06712	CYP3A4
DB00759	PADI4
DB04831	CYP2C9
DB00703	CYP2C19
DB00842	CYP3A43
DB09078	CYP3A4
DB04275	SPR
DB05184	ABL1
DB01830	LCK
DB00580	PTGS2
DB00850	DRD1
DB01664	GRIA2
DB07146	LCK
DB04855	CYP2D6
DB00783	ESR2
DB01278	CALCR
DB07506	SCPEP1
DB00526	MPO
DB00643	CYP1A1
DB02255	ACAN
DB07602	EGFR
DB00028	C4A
DB01388	CYP1A2
DB00173	PECR
DB01577	ADRA2A
DB00764	CYP2C8
DB00921	OPRK1
DB00772	BCHE
DB01235	DRD5
DB07298	PTPN1
DB07513	MAOB
DB05260	IL1B
DB00381	SMPD1
DB00110	FCGR3B
DB00984	AR
DB01361	CYP2A6
DB01772	GSK3B
DB00312	GABRA1
DB04530	PIM1
DB03760	DLAT
DB00276	TOP2A
DB00139	SLC25A10
DB02052	GSK3B
DB01129	CYP2C19
DB08384	PDE10A
DB06292	UGT2B7
DB04844	CBR1
DB07870	ACACB
DB04751	CSNK1G3
DB07026	MMP12
DB01594	GABRA1
DB06637	KCNA4
DB01843	PYGM
DB08389	PDE10A
DB08099	REN
DB01028	GRIA1
DB00213	CYP2C19
DB02148	CTSB
DB07288	FLT1
DB01558	CYP2C19
DB00501	HRH2
DB00544	CYP1A2
DB01234	CYP1A1
DB04915	ENOX2
DB00850	CYP3A4
DB07177	PTGR2
DB07979	DAO
DB00568	CYP2A6
DB00622	CHRM5
DB02008	PCK1
DB06439	LPL
DB00777	HTR2C
DB01003	S100P
DB01029	CYP2C9
DB05271	DRD3
DB01594	GABRR3
DB01006	CYP19A1
DB04695	MVK
DB00295	UGT1A3
DB00004	IL2RG
DB00568	CACNA1H
DB00821	PTGS1
DB01005	RRM1
DB01189	GABRB2
DB04464	COX6A2
DB00444	CYP3A5
DB02097	UCK2
DB00255	ESR1
DB00349	GABRD
DB00753	GLRA1
DB00404	GABRG3
DB01050	PPARG
DB00327	OPRM1
DB01431	CYP3A4
DB00588	PGR
DB00877	FKBP1A
DB04525	PTPN1
DB04898	CYP2C9
DB05240	PIK3CA
DB06335	CYP3A4
DB00208	CYP2E1
DB01576	SLC18A2
DB09079	LCK
DB04884	HTR1A
DB02367	MMP3
DB07562	CDK2
DB00623	CYP1A2
DB03298	SRC
DB01496	GABRA6
DB00794	GABRA3
DB00540	CHRM3
DB00801	GABRG1
DB01229	CYP19A1
DB00762	UGT1A9
DB00897	GABRB3
DB07091	PRSS1
DB01189	ATP2C1
DB00408	HTR1D
DB00129	ARG1
DB06905	PPP2R1A
DB03712	SRC
DB00401	CACNA1D
DB00114	DDC
DB03147	DLD
DB00370	OPRK1
DB02678	LGALS7B
DB03013	LYZ
DB03744	PYGL
DB00418	GABRA6
DB01049	ADRA2C
DB04468	ESRRG
DB06016	CYP3A4
DB05125	DHODH
DB00071	RB1
DB01110	KCNH6
DB04014	GSK3B
DB05740	CHRNA7
DB00340	CHRM1
DB00642	GART
DB00473	SCN5A
DB05004	NPY4R
DB06148	CYP2D6
DB00115	MMAA
DB07685	CDK2
DB00176	CYP2C19
DB08907	SLC5A2
DB04973	RAF1
DB00180	NR3C1
DB04579	CTSB
DB00894	CYP19A1
DB03485	LTF
DB03821	ARSA
DB01873	TUBA1A
DB04355	GLT6D1
DB01080	ABAT
DB00180	CYP3A4
DB04763	CA2
DB00315	HTR1F
DB02481	ADH1B
DB00186	GABRG3
DB04959	UBR4
DB00142	EARS2
DB00786	MMP2
DB00155	DDAH2
DB05465	FLT3
DB06693	CES1
DB00656	HTR1A
DB05490	PPARG
DB03934	CYCS
DB00726	SLC6A3
DB07187	AKR1B1
DB08113	PKIA
DB00246	ADRA2A
DB04444	MYH14
DB04871	CYP2A6
DB09102	CYP3A43
DB00897	CYP3A5
DB01708	ESR2
DB07471	CCNA2
DB00909	SCN11A
DB01107	GABRP
DB00655	CYP3A5
DB00364	FGF2
DB06403	UGT2B7
DB07829	MAPK14
DB01366	ADRB2
DB02325	PRSS2
DB00890	ESR1
DB00121	SLC5A6
DB04600	CA2
DB07624	HSD11B1
DB01149	CYP3A4
DB00062	APOE
DB00200	MMAB
DB00898	GABRA5
DB00114	AGXT
DB00522	HPN
DB00233	PLA2G2E
DB00731	PTGS1
DB00495	CYP2A6
DB08411	IGHG1
DB04147	RHO
DB00257	CYP2D6
DB03738	PPCDC
DB00647	OPRD1
DB01242	HTR2C
DB07278	F10
DB02779	PTPN11
DB07988	MMP3
DB01033	HPRT1
DB00334	ADRA1A
DB06822	SERPINC1
DB00898	HTR3C
DB05812	CYP2D6
DB00747	SI
DB00128	ASNS
DB00241	GABRD
DB00184	CHRNA10
DB08340	CSNK2A1
DB03777	PRKCI
DB08903	CYP3A4
DB00237	GRIA2
DB01110	KCNMB4
DB00197	ESRRG
DB07933	ESR2
DB07324	HSP90AA1
DB07099	LTA4H
DB07786	ADA
DB00153	CYP24A1
DB00131	AMPD1
DB01008	GSTA1
DB00289	CYP2C19
DB03088	IGLV2-8
DB00846	NR3C1
DB00155	PADI2
DB02709	CYP1A1
DB04273	PNMT
DB01215	GABRA4
DB00194	ADA
DB04395	HK1
DB00562	CA12
DB01096	CYP2D6
DB00695	CA2
DB03397	EXTL2
DB05271	CYP3A4
DB06888	CDK2
DB01307	INSR
DB00621	AR
DB05219	PDE4B
DB00327	CYP3A4
DB00273	GRIK1
DB04263	ODC1
DB00172	PPIH
DB00470	PTGS1
DB04272	GNMT
DB00114	HDC
DB08860	UGT2B7
DB06928	FOLH1
DB01863	CYTH3
DB01267	ADRA2C
DB08292	HSP90AB1
DB00292	GABRQ
DB01016	CPT1A
DB01225	SERPINC1
DB00368	SLC18A1
DB01472	ADRA1A
DB04799	UQCRC2
DB00005	FCGR2A
DB08846	CA4
DB03929	SERPINB3
DB07783	ADA
DB07986	MMP3
DB01949	MMP9
DB00749	UGT1A3
DB07622	CDK2
DB04410	PRSS2
DB00278	F2
DB00738	CYP2C19
DB08233	CCNA2
DB00898	KCNJ5
DB00231	GABRR2
DB02359	HSP90AA1
DB04654	TPSB2
DB09217	PTGS2
DB01049	GABRG3
DB01104	SLC6A3
DB01188	ATP1A1
DB03332	NOS3
DB00117	SLC38A3
DB07340	INCENP
DB08549	PTPN1
DB00264	ADRB1
DB04400	TH
DB00420	HTR2C
DB00695	PGD
DB05332	MPL
DB05595	FOLR1
DB00025	PHYH
DB04434	TGFBR1
DB01791	PDE4A
DB00513	LPA
DB06287	CYP2D6
DB00320	HTR1D
DB00289	GRIN2C
DB00490	CYP2D6
DB08693	CTRB1
DB07339	NQO2
DB04470	PRSS1
DB02471	LCTL
DB05457	TYMS
DB01267	HTR1D
DB07784	IGKC
DB01103	CYP3A5
DB01221	HTR1A
DB05743	HTR1D
DB01029	AGTR1
DB00317	CYP2C19
DB05246	CACNA1G
DB01963	CTRB1
DB04077	ARF1
DB08765	MIF
DB00408	HRH1
DB08773	NCOA2
DB01708	SULT2A1
DB07535	BACE1
DB08383	PDE10A
DB00731	ABCC8
DB01173	SLC6A2
DB00162	RDH14
DB01365	ADRB2
DB01090	CHRNA10
DB07668	CTRB1
DB04591	F2
DB05777	F5
DB08642	DHFR
DB00882	CYP2E1
DB00347	CYP3A4
DB00227	CYP2C19
DB00929	PTGER4
DB03886	DHFR
DB00100	F11
DB01223	CYP2E1
DB00415	SLC15A2
DB00142	FOLH1
DB07325	HSP90AA1
DB01132	CYP2C8
DB00201	PIK3CD
DB03945	ELSPBP1
DB01023	TNNC2
DB05301	PLD1
DB00382	ACHE
DB01100	CYP1A2
DB07348	ARF1
DB01232	CYP2C9
DB00098	MR1
DB00114	SRR
DB00898	CYP2B6
DB02169	PPP1CC
DB06992	HSD11B1
DB01151	SMPD1
DB08443	HSP90AA1
DB00257	CYP2C8
DB04207	AASS
DB00593	CYP3A7
DB03903	ACTA1
DB00941	BCHE
DB00441	DCK
DB00289	GRIN2D
DB00130	GLUL
DB00157	NDUFB1
DB03566	TXNRD1
DB00167	BCAT1
DB01711	ADH1C
DB00308	KCNK1
DB04902	P2RY12
DB03147	MAOB
DB00198	NEU1
DB03461	MDH1
DB01174	GABRA1
DB04629	ACTA1
DB00564	CYP2C19
DB01351	GABRA5
DB00519	CES1
DB00184	CHRNA4
DB03124	CASP3
DB03026	TPI1
DB00413	HTR2B
DB00794	GRIA2
DB01107	GABRA1
DB04725	CYP2J2
DB00237	GABRE
DB05463	TLR9
DB06712	CACNB2
DB03345	SCMH1
DB06859	F2
DB00139	P4HA1
DB00157	DLD
DB00368	ADRB1
DB00497	OPRM1
DB00628	GABRA1
DB02095	MAOB
DB03496	CDK2
DB00918	CYP2D6
DB08231	ABL1
DB00170	CYP2E1
DB00993	XDH
DB02091	CCNA2
DB01177	TOP2A
DB02379	KRTAP5-2
DB00630	FDPS
DB03430	LCTL
DB00247	HTR1B
DB00025	LMAN1
DB01149	HTR2A
DB01373	CACNA1C
DB00953	MAOA
DB00157	ADH7
DB05294	FMO3
DB06751	CACNA1C
DB05685	CDH5
DB00148	GAMT
DB04395	EPHB2
DB02712	AKR1B1
DB06772	CYP3A4
DB00149	LCMT1
DB00142	ASNS
DB00741	CYP3A4
DB00393	CACNB3
DB01030	CYP3A4
DB01137	CYP3A4
DB01559	GABRA2
DB01023	CYP3A5
DB01424	CYP2C18
DB02917	HDAC8
DB00744	ALOX5
DB04464	MT-ND1
DB02452	TK2
DB08465	HSP90AB1
DB06990	UNG
DB01645	NCOA1
DB00779	TDO2
DB07150	NCOA1
DB01244	KCNQ1
DB00129	SLC7A2
DB00699	ADRA1A
DB00200	CUBN
DB08672	DPP4
DB03959	HS3ST3A1
DB05147	TUBB
DB07859	GSK3B
DB08445	DPP4
DB01763	NNT
DB00825	TRPA1
DB00292	GABRA6
DB03758	DLAT
DB06209	CYP2C19
DB08896	PDGFRA
DB01151	ADRA1D
DB08739	PREP
DB03963	COPG1
DB08335	MIF
DB08309	CDK2
DB00071	CPE
DB00371	GABRB3
DB00095	FCGR2C
DB05004	NPY5R
DB00523	RXRB
DB02155	PRKACA
DB05317	HMGCR
DB04861	ADRB1
DB02402	DHFR2
DB04818	MAOB
DB01058	CYP3A5
DB00487	CYP1A2
DB01890	PPARA
DB09034	HCRTR1
DB00543	SLC6A4
DB01232	CYP2D6
DB06958	HSP90AA1
DB04816	CYP1A2
DB00983	CYP2D6
DB00347	CYP2C19
DB00408	ADRA2C
DB03783	PTGS1
DB01611	CYP2D6
DB00949	GRIN2A
DB00574	HTR2B
DB02854	IGHG2
DB00304	ESR1
DB00418	CHRNA4
DB00606	CA2
DB00463	GABRA3
DB01588	GABRR3
DB05098	LEPR
DB02506	PPP2R1A
DB02452	TK1
DB01050	PTGS2
DB08807	HTR1B
DB00182	ADRA1A
DB00908	CYP3A7
DB00202	CHRM3
DB03227	NMNAT1
DB06726	ADRB3
DB01009	PTGS1
DB03967	LYZ
DB00458	ADRA1B
DB00241	GABRB1
DB01181	CYP2C18
DB00172	PPIG
DB00363	HTR2C
DB00078	C1S
DB00800	ADRA1D
DB00539	CYP1A2
DB03793	RIDA
DB00112	FCGR3B
DB08659	CA2
DB08320	ESR1
DB05064	HSD11B1
DB01819	ENO3
DB07787	PARP1
DB01240	PTGIS
DB02730	AMY2B
DB00883	CYP3A4
DB05225	ALOX5AP
DB00151	SLC19A3
DB00703	CA1
DB00898	CACNG1
DB00675	UGT1A4
DB00413	DRD5
DB00969	HTR3A
DB01273	CHRNA6
DB00321	HRH4
DB00588	NR3C2
DB01567	GABRR1
DB01577	SLC18A2
DB02175	SRC
DB00301	CYP3A4
DB02218	AMY2B
DB00201	ADORA2A
DB00031	PLG
DB01199	ACHE
DB02010	LCK
DB04119	UBA1
DB06963	PLK1
DB00056	FCGR2A
DB05327	AKR1B1
DB04077	PLA2G2E
DB07315	PYGL
DB00679	DRD1
DB00829	GABRA3
DB09079	FLT1
DB07975	DHODH
DB03909	PDXK
DB05004	NPY2R
DB00647	CYP2C8
DB03496	PYGM
DB03876	PLAU
DB02875	PRSS1
DB00418	GABRA2
DB00636	CYP2A6
DB01407	ADRB2
DB02893	METAP2
DB03428	CDK5
DB00168	TRPV1
DB00159	PPARG
DB03661	CDC25B
DB02335	NOS3
DB03886	PTS
DB01579	ADRA1A
DB01083	CYP3A4
DB01118	CYP3A7
DB02710	LCN2
DB02877	RARB
DB01195	SCN5A
DB00457	ADRA1D
DB00755	CYP2C8
DB01102	ADRB2
DB01558	GABRR2
DB00496	CHRM3
DB06212	CYP3A4
DB07874	BACE1
DB04607	CDK2
DB06292	CYP2D6
DB00409	CYP2D6
DB04971	PPARG
DB05338	CYP19A1
DB00988	DBH
DB00851	CYP2E1
DB08063	NR1H3
DB00171	ADK
DB00262	GSR
DB00674	CYP2D6
DB00515	NQO1
DB00763	CYP1A2
DB07736	BACE1
DB02288	PRSS1
DB01118	CYP2C19
DB00715	CHRM2
DB04688	IGHG2
DB00122	CHDH
DB00157	ALDH3A2
DB07158	CHEK1
DB00543	ADRA1D
DB02458	GSTM2
DB01023	CYP2D6
DB08774	CHEK1
DB05662	ESR1
DB08838	CHRNA1
DB00838	NR3C1
DB05412	MT-CO2
DB06829	PTPN1
DB07405	NOS2
DB08271	MMP12
DB01588	GABRB1
DB00334	HTR1E
DB04036	IVD
DB01411	NFKB1
DB07375	IGKC
DB00628	GABRB3
DB00421	CACNB3
DB00973	UGT1A1
DB08906	NR3C1
DB00458	HTR2A
DB00749	UGT1A9
DB00418	GRIN1
DB00757	CYP2D6
DB06403	EDNRB
DB02701	CYP3A4
DB05752	CHRM3
DB00316	CYP2C8
DB01114	CYP3A4
DB06774	GLUL
DB05218	TNF
DB08234	DHFR
DB01544	GABRA4
DB00475	GABRA3
DB00170	CYP1A2
DB00857	CYP11A1
DB00210	RXRB
DB01049	GABRB3
DB00531	CYP2C9
DB03380	NPY
DB08130	MAP2K1
DB01613	NPR2
DB00936	CYP2C9
DB01076	CYP2C19
DB07415	BACE1
DB01032	SLC22A11
DB04751	SRC
DB07718	MIF
DB01224	CHRM1
DB00366	HRH1
DB04077	GSTP1
DB00025	F10
DB05915	MSTN
DB00996	GRIN3B
DB03487	LYZ
DB00275	AGTR1
DB01065	EPX
DB06101	KDR
DB00237	GABRD
DB00962	CYP3A7
DB03760	GCSH
DB07778	UQCRB
DB00440	TYMS
DB00619	NTRK1
DB01227	CYP3A4
DB03722	PARP1
DB00172	PYCR2
DB00794	GABRG2
DB00530	CYP3A4
DB03865	PLAU
DB02610	CA2
DB00142	ALDH18A1
DB03496	CDK4
DB00435	CYP2B6
DB00651	PDE7A
DB00202	CHRM1
DB05153	TEK
DB04838	CACNA2D1
DB00246	DRD1
DB06403	UGT1A3
DB01248	CYP3A7
DB00396	CYP2A6
DB00421	NR3C2
DB05147	TUBA1B
DB00938	CYP3A7
DB01036	CHRM1
DB06616	MAP3K2
DB06637	KCND2
DB08089	AR
DB08063	RXRA
DB00753	GABRA3
DB00934	CHRM1
DB00472	SLC6A4
DB01104	SLC6A4
DB00463	GABRG3
DB00726	ADRB2
DB00842	GABRG3
DB04838	CES1
DB05204	BTK
DB04843	CHRM1
DB01024	IMPDH1
DB00145	PIPOX
DB01058	CYP2C19
DB01107	GABRG3
DB02458	GSTM1
DB04977	CYP4A11
DB01151	CYP2E1
DB00794	CYP2C19
DB04446	PRSS1
DB00150	TDO2
DB00468	CYP3A5
DB04453	AMY2A
DB06692	PRSS1
DB00051	FCGR2A
DB00224	CYP2C9
DB02379	GLT6D1
DB06151	CHUK
DB00967	CYP2C19
DB00420	HTR2A
DB00724	CYP3A4
DB00075	CD3D
DB07038	CHEK1
DB07186	PLK1
DB04856	CYP2C9
DB00465	PTGS2
DB07796	F2
DB01023	TNNC1
DB08175	NR1H3
DB00898	ADH1A
DB01624	CYP2D6
DB04395	CCT3
DB00157	ALDH1A3
DB02345	CAMP
DB00723	ADRA1A
DB00191	CYP2C9
DB01016	CYP3A4
DB03461	DCXR
DB06335	CYP3A5
DB00806	PDE4B
DB00334	ADRA2B
DB00398	CYP2C8
DB01107	GABRA2
DB01159	GABRG1
DB03499	ME2
DB00392	BCHE
DB00897	GABRG3
DB00072	C1QC
DB04137	RND3
DB06681	CD80
DB08687	EGLN1
DB00075	C1S
DB00349	CYP2D6
DB00988	HTR7
DB00376	CHRM5
DB00804	CHRM2
DB01731	WAS
DB00451	CYP2C8
DB07863	NCOA2
DB00151	CARS2
DB00143	GLRX
DB09083	CYP3A4
DB05171	APH1A
DB02448	PLA2G2E
DB04522	PYGL
DB00806	NT5E
DB01567	GABRB1
DB04141	SDHC
DB00308	CACNG1
DB00543	DRD4
DB00185	CHRM3
DB00268	HTR2C
DB00586	PTGS2
DB01408	ADRB2
DB00445	PLA2G4A
DB00292	CYP11B1
DB00592	GABRB3
DB06151	GRIN1
DB00122	CEPT1
DB00248	DRD4
DB00036	TFPI
DB00157	BLVRA
DB00503	CYP1A2
DB00476	SLC6A3
DB01036	CHRM5
DB01594	GABRE
DB00501	CYP3A7
DB07641	MAOA
DB01420	AR
DB00605	CYP1A1
DB08037	KIF11
DB01337	CHRM3
DB01186	ADRA2A
DB04953	NAT2
DB01392	KCNJ15
DB00093	AVPR1A
DB00829	GABRB1
DB04855	ADRA1D
DB08135	CDK2
DB02142	BCAT2
DB00174	ASNS
DB01354	CHRNA4
DB01992	CRAT
DB08572	CCNA2
DB11362	CES1
DB00897	GABRA2
DB08439	PTGS2
DB01656	PDE4A
DB02733	CDK4
DB07334	KDR
DB00946	CYP2C9
DB00165	PDXK
DB01238	HTR1E
DB00751	HRH2
DB07545	AURKA
DB01167	CYP3A7
DB00157	RDH5
DB00537	KCNH2
DB07944	F2
DB04297	HDAC7
DB01049	GABRG2
DB00082	CYP2C18
DB00465	PTGS1
DB00679	CYP2C19
DB04882	TOP1
DB05469	ADRA1A
DB00067	AVPR2
DB03807	PDE4B
DB01120	ABCC8
DB00591	NR3C1
DB06216	HRH2
DB01278	RAMP2
DB01226	BCHE
DB01437	GABRA3
DB07999	AKR1B1
DB07093	AKR1B1
DB06695	CES2
DB00246	HTR2A
DB00860	CYP3A4
DB00897	GABRB2
DB00996	GRIN1
DB08895	JAK2
DB07271	DPP4
DB08142	CDK2
DB00868	SCN5A
DB03959	FGF1
DB00111	FCGR1A
DB01074	CYP3A4
DB00191	SLC6A3
DB00139	SUCLG2
DB01239	CHRM3
DB08256	EPHX2
DB01016	ABCC8
DB00201	CYP2C9
DB00141	B4GALT2
DB04781	ALAD
DB00363	CYP1A2
DB01119	CA2
DB00842	GABRA3
DB06287	CYP3A7
DB06694	ADRA1A
DB00370	CYP1A2
DB03336	COMT
DB00196	CYP2C9
DB01236	GABRD
DB00026	IL1R1
DB00909	CA11
DB00171	ABCB11
DB09068	HTR1B
DB01252	UGT1A3
DB00043	MS4A2
DB01352	GABRA5
DB00122	CHAT
DB02637	SPR
DB00157	GSR
DB05509	OPRM1
DB00408	CHRM1
DB07724	PPARG
DB00835	CHRM1
DB04690	TOP1
DB00396	CYP2C8
DB00897	GABRB1
DB07594	HSP90AA1
DB05281	BCL2
DB00108	C1QC
DB08486	HBB
DB00998	CYP1A2
DB08230	PIM1
DB00133	SARS
DB01058	CYP3A4
DB06920	F10
DB02656	PIK3CG
DB00898	CHRNA10
DB07080	NCOA2
DB07601	HSP90AA1
DB05875	BCHE
DB00572	CHRM2
DB06741	GRIN1
DB01210	ADRB1
DB00849	GABRA6
DB00381	CYP1A1
DB00498	VKORC1
DB06947	F2
DB01708	GABRG3
DB00972	CYP2D6
DB03419	DPYD
DB00398	CYP3A4
DB00829	GABRA5
DB01021	ATP1A1
DB03297	HPN
DB04272	AKR1B1
DB04869	CALCA
DB01615	HRH1
DB07319	HSP90AA1
DB07461	F2
DB01241	CYP1A2
DB05265	NOXO1
DB09078	FLT1
DB00852	JUN
DB00332	CYP2D6
DB04530	TYMS
DB08837	CHRNA9
DB00126	LCT
DB01151	CHRM2
DB00535	MPO
DB06688	ACPP
DB00193	SLC6A2
DB08647	IGKC
DB02833	CCNA2
DB01159	GABRA2
DB00552	ADA
DB04513	TNNI3
DB00694	TOP2A
DB07247	F7
DB08066	CDK2
DB01365	ADRA1A
DB00371	GABRG1
DB02843	PYGM
DB00910	VDR
DB07921	MMP12
DB08423	MAPK14
DB00143	GLO1
DB01106	HRH1
DB01407	CYP1A2
DB07841	PGGT1B
DB04794	CYP2E1
DB00157	NDUFV2
DB00514	CYP2C19
DB00813	CYP3A7
DB04552	PTGS2
DB08026	MAPK10
DB09054	CYP2C8
DB06243	ODC1
DB00806	CYP1A2
DB03597	PDE5A
DB02207	NOS3
DB04938	CYP2C19
DB05398	CD9
DB00161	VARS
DB05188	PPARD
DB01205	GABRP
DB01151	ADRA2C
DB04725	PLA2G2E
DB03370	ADA
DB00201	PDE8A
DB04983	P2RY2
DB08247	CDK2
DB00308	KCNH2
DB04821	SLC6A2
DB00997	CYP1B1
DB00201	CYP1B1
DB00172	PPIB
DB00475	GABRA5
DB01131	DHFR
DB00806	PDE5A
DB00157	AKR1C1
DB08889	PSMB8
DB00545	CYP3A4
DB08463	CDK2
DB00203	CYP3A5
DB00130	F13A1
DB00215	CYP2D6
DB00862	PDE6G
DB03461	NOS1
DB00157	NDUFS3
DB00114	GPT
DB00470	CNR2
DB08901	CYP3A5
DB01107	GABRA3
DB00114	AZIN2
DB00157	HADH
DB01698	CYP3A4
DB00119	SLC16A3
DB01224	CHRM4
DB03144	NOS2
DB00882	CYP1A2
DB07746	METAP2
DB01424	CYP2C9
DB04315	GNAI1
DB00128	GOT1
DB01011	CYP3A4
DB01595	GABRB2
DB00145	SLC36A1
DB00157	H6PD
DB01626	MAOB
DB04117	ECHS1
DB05001	DPP4
DB05146	PDGFRA
DB08356	PDK4
DB02813	HEXB
DB08098	AKR1B1
DB07267	TGFBR1
DB00780	CYP3A4
DB00349	GABRB1
DB00370	DRD1
DB03059	ACADS
DB01190	CYP3A4
DB00081	C1QC
DB00196	CYP11B1
DB02528	MB
DB02140	CTSH
DB00586	PLA2G2A
DB00995	PRDX5
DB06997	MET
DB02902	SULT1E1
DB08073	AKT2
DB04315	RALA
DB07412	DPP4
DB01429	CYP2D6
DB00134	BHMT2
DB00471	PTGS1
DB05361	F2R
DB06228	CYP3A4
DB00849	GRIK2
DB01142	CYP1A2
DB00740	CYP1A2
DB00637	KCNH2
DB00117	HARS
DB00849	CYP2B6
DB01589	GABRA6
DB03925	CELA1
DB01559	CYP2C19
DB00370	HRH3
DB01580	ADRB2
DB01727	IDH1
DB07163	CDK2
DB07302	PPARG
DB08867	PGR
DB03693	CSNK1G2
DB07021	DPP4
DB00794	GABRB2
DB01028	GABRA6
DB05127	TLR7
DB00908	CYP2B6
DB00086	PLA2G4A
DB04856	CYP3A5
DB00321	NTRK1
DB00545	BCHE
DB05278	CRP
DB00306	GABRG3
DB00346	ADRA1D
DB01024	UGT1A6
DB00683	CYP3A7
DB06795	CA6
DB01236	GABRG2
DB01403	ADRA2B
DB02889	AMY2A
DB03680	ME3
DB02419	PPIA
DB06268	CYP2C19
DB02352	MAPK14
DB03319	GRIA2
DB08880	DHODH
DB00169	CYP2D6
DB05200	GAA
DB04892	ACHE
